timestamp,date,hour,day_of_week,log_type,event_type,action,protocol,src_ip,src_port,dst_ip,dst_port,src_country,dst_country,policy_name,application,url,url_category,severity,is_blocked,is_allowed,message
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.174.168,58004,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.174.168,58004,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,http-proxy,,Deny,tcp,10.0.174.168,58004,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,1,0,ProxyDeny: HTTP Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,http-proxy,,Allow,tcp,10.0.174.168,58004,123.176.125.45,80,,,TCP-UDP-Proxi-Internet-MHS-00,Mobile Legends: Bang Bang,,,,0,1,HTTP request
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.140.91,47532,209.85.228.230,443,,,TCP-UDP-Proxi-Internet-Kar-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.164.61,52020,57.144.101.32,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.164.61,52020,57.144.101.32,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.165.245,49208,57.144.192.141,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,212.73.148.8,45612,103.149.71.70,53836,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 52 tcp 20 52 212.73.148.8 103.149.71.70 45612 53836 offset 8 S 2586522547 win 65535  geo_src=""SGP""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.177.56,47368,129.150.60.59,8300,,,TCP-UDP-Proxi-Internet-CCTV-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""spccctv.com"" Allow CCTV2 Ekternal1 136 udp 20 63 10.0.177.56 129.150.60.59 47368 8300  geo_dst=""SGP""  (TCP-UDP-Proxi-Internet-CCTV-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.140.91,47532,209.85.228.230,443,,,TCP-UDP-Proxi-Internet-Kar-00,Google Play,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,37.44.238.68,37687,103.149.71.73,3128,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 40 tcp 20 241 37.44.238.68 103.149.71.73 37687 3128 offset 5 S 2595039679 win 65535  geo_src=""FRA""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""40"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.169.38,42109,34.96.106.127,443,,,TCP-UDP-Proxi-Internet-MHS-00,QUIC,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.169.38,37850,34.36.65.236,443,,,TCP-UDP-Proxi-Internet-MHS-00,QUIC,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.143.10,57184,103.149.71.72,53,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0151"" Allow VWKaryawan SERVER SVT-HP udp 10.0.143.10 103.149.71.72 57184 53  geo_dst=""IDN"" flags=""Dd"" duration=""97 seconds"" sent_pkts=""1"" rcvd_pkts=""1"" sent_bytes=""59"" rcvd_bytes=""123""  (Allow-NS-Internal-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.165.245,49208,57.144.192.141,443,,,TCP-UDP-Proxi-Internet-MHS-00,Facebook,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,10.0.40.120,60358,199.165.136.101,443,,,Unhandled Internal Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny ServerFarm-New Firebox 60 tcp 20 64 10.0.40.120 199.165.136.101 60358 443 offset 10 S 2860400638 win 61690  geo_dst=""USA"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""60"" rcvd_bytes=""0""  (Unhandled Internal Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.169.38,43114,34.36.80.120,443,,,TCP-UDP-Proxi-Internet-MHS-00,QUIC,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,212.73.148.20,54027,103.149.71.27,54560,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny Ekternal1 Firebox 52 tcp 20 53 212.73.148.20 103.149.71.27 54027 54560 offset 8 S 2752337881 win 65535  geo_src=""SGP""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.165.245,49208,57.144.192.141,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.164.61,54276,157.240.208.60,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.164.61,54276,157.240.208.60,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.142.214,40368,216.239.32.223,443,,,TCP-UDP-Proxi-Internet-Kar-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.140.91,47492,172.217.137.134,443,,,TCP-UDP-Proxi-Internet-Kar-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.163.231,43504,57.144.101.32,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.142.214,40368,216.239.32.223,443,,,TCP-UDP-Proxi-Internet-Kar-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.163.231,43504,57.144.101.32,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.140.91,47532,209.85.228.230,443,,,TCP-UDP-Proxi-Internet-Kar-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.164.61,54204,103.149.71.71,53,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""google.com"" Allow VWMahasiswa SERVER SVT-HP 60 udp 20 63 10.0.164.61 103.149.71.71 54204 53  geo_dst=""IDN"" record_type=""A"" question=""g.whatsapp.net""  (Allow-NS-Internal-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.164.61,54276,157.240.208.60,443,,,TCP-UDP-Proxi-Internet-MHS-00,WhatsApp,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,212.73.148.31,59065,103.149.71.103,61286,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 52 tcp 20 52 212.73.148.31 103.149.71.103 59065 61286 offset 8 S 1855156399 win 65535  geo_src=""SGP""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.164.61,57414,57.144.101.33,5222,,,TCP-UDP-Proxi-Internet-MHS-00,WhatsApp,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.169.38,48399,34.160.231.76,443,,,TCP-UDP-Proxi-Internet-MHS-00,QUIC,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.161.222,52260,172.217.194.139,443,,,TCP-UDP-Proxi-Internet-MHS-00,QUIC,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.169.38,42797,34.107.238.235,443,,,TCP-UDP-Proxi-Internet-MHS-00,QUIC,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.142.214,40368,216.239.32.223,443,,,TCP-UDP-Proxi-Internet-Kar-00,Google APIs(SSL),,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,10.0.150.2,64584,10.0.154.27,7680,,,Unhandled Internal Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny VLanData VTInformatika 52 tcp 20 127 10.0.150.2 10.0.154.27 64584 7680 offset 8 S 2531408905 win 65535 flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled Internal Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.140.91,47492,172.217.137.134,443,,,TCP-UDP-Proxi-Internet-Kar-00,HTTP Protocol over TLS SSL,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,212.73.148.22,47561,103.149.71.96,63546,,,Internal Policy,,,,,1,0,broadcast
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.161.222,62464,172.217.194.139,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.177.136,45155,129.150.60.59,4443,,,TCP-UDP-Proxi-Internet-CCTV-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.143.21,44000,172.217.194.192,7275,,,TCP-UDP-Proxi-Internet-Kar-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Deny,tcp,10.0.143.21,44000,172.217.194.192,7275,,,TCP-UDP-Proxi-Internet-Kar-00,,,,,1,0,ProxyDrop: HTTPS invalid protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Deny,tcp,10.0.143.21,44000,172.217.194.192,7275,,,TCP-UDP-Proxi-Internet-Kar-00,,,,,1,0,HTTPS Request
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.50.14,40938,104.18.32.47,443,,,TCP-UDP-Proxi-Internet-JTI-00,ChatGPT,,,,0,1,HTTPS Request
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.163.231,3368,103.149.71.71,53,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""google.com"" Allow VWMahasiswa SERVER SVT-HP 62 udp 20 63 10.0.163.231 103.149.71.71 3368 53  geo_dst=""IDN"" record_type=""A"" question=""api.whatsapp.net""  (Allow-NS-Internal-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.177.136,45155,129.150.60.59,4443,,,TCP-UDP-Proxi-Internet-CCTV-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""spccctv.com"" Allow CCTV2 Ekternal1 60 tcp 20 63 10.0.177.136 129.150.60.59 45155 4443 offset 10 S 2088085612 win 33820  geo_dst=""SGP""  (TCP-UDP-Proxi-Internet-CCTV-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.173.163,40726,157.240.208.63,443,,,TCP-UDP-Proxi-Internet-MHS-00,unknown,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.163.231,37078,57.144.101.32,443,,,TCP-UDP-Proxi-Internet-MHS-00,QUIC,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.163.231,43504,57.144.101.32,443,,,TCP-UDP-Proxi-Internet-MHS-00,HTTP Protocol over TLS SSL,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.161.222,62464,172.217.194.139,443,,,TCP-UDP-Proxi-Internet-MHS-00,Google Static Content(SSL),,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.143.21,44000,172.217.194.192,7275,,,TCP-UDP-Proxi-Internet-Kar-00,SSL/TLS,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.166.139,24222,103.149.71.71,53,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""google.com"" Allow VWMahasiswa SERVER SVT-HP 74 udp 20 63 10.0.166.139 103.149.71.71 24222 53  geo_dst=""IDN"" record_type=""A"" question=""ex-adreq-asia.vivoglobal.com""  (Allow-NS-Internal-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.140.141,60498,103.149.71.72,53,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0151"" Allow VWKaryawan SERVER SVT-HP udp 10.0.140.141 103.149.71.72 60498 53  geo_dst=""IDN"" flags=""Dd"" duration=""51 seconds"" sent_pkts=""1"" rcvd_pkts=""1"" sent_bytes=""66"" rcvd_bytes=""144""  (Allow-NS-Internal-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.164.61,52020,57.144.101.32,443,,,TCP-UDP-Proxi-Internet-MHS-00,HTTP Protocol over TLS SSL,,,,0,1,Application identified
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,212.73.148.41,60694,103.149.71.86,64910,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny Ekternal1 SERVER SVT-HP 52 tcp 20 52 212.73.148.41 103.149.71.86 60694 64910 offset 8 S 3248165204 win 65535  geo_src=""SGP""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.161.222,62464,172.217.194.139,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.161.222,62464,172.217.194.139,443,,,TCP-UDP-Proxi-Internet-MHS-00,Google Static Content(SSL),,,,0,1,HTTPS Request
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.165.245,49208,57.144.192.141,443,,,TCP-UDP-Proxi-Internet-MHS-00,Facebook,,,,0,1,HTTPS Request
2026-06-23 10:07:05,2026-06-23,10,Tuesday,tcp-udp-proxy,,Allow,tcp,10.0.166.139,37472,156.59.238.45,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyReplace: IP protocol
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.140.91,43840,142.251.88.10,443,,,TCP-UDP-Proxi-Internet-Kar-00,Google Play,,,,0,1,HTTPS Request
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.177.26,58049,129.150.60.59,8300,,,TCP-UDP-Proxi-Internet-CCTV-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""spccctv.com"" Allow CCTV2 Ekternal1 136 udp 20 63 10.0.177.26 129.150.60.59 58049 8300  geo_dst=""SGP""  (TCP-UDP-Proxi-Internet-CCTV-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.177.25,40016,129.150.60.59,8300,,,TCP-UDP-Proxi-Internet-CCTV-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""spccctv.com"" Allow CCTV2 Ekternal1 136 udp 20 63 10.0.177.25 129.150.60.59 40016 8300  geo_dst=""SGP""  (TCP-UDP-Proxi-Internet-CCTV-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.166.172,54151,103.149.71.71,53,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""google.com"" Allow VWMahasiswa SERVER SVT-HP 74 udp 20 63 10.0.166.172 103.149.71.71 54151 53  geo_dst=""IDN"" record_type=""A"" question=""sdkconfig.ad.intl.xiaomi.com""  (Allow-NS-Internal-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,icmp,10.0.40.70,,10.0.147.4,,,,PING-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0151"" Allow ServerFarm-New VDev icmp 10.0.40.70 10.0.147.4 echo-request duration=""38 seconds"" sent_pkts=""1"" rcvd_pkts=""1"" sent_bytes=""56"" rcvd_bytes=""56""  (PING-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,103.149.71.91,50196,20.89.99.78,443,,,Unhandled Internal Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_src_match=""mudahkan.com"" Deny SERVER SVT-HP Firebox 60 tcp 20 64 103.149.71.91 20.89.99.78 50196 443 offset 10 S 3113515417 win 4210  geo_src=""IDN""  geo_dst=""JPN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""60"" rcvd_bytes=""0""  (Unhandled Internal Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,udp,45.181.104.94,35429,103.149.71.23,49790,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny Ekternal1 Firebox 540 udp 20 48 45.181.104.94 103.149.71.23 35429 49790  geo_src=""BRA""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""540"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,103.149.71.91,50200,20.89.99.78,443,,,Unhandled Internal Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_src_match=""mudahkan.com"" Deny SERVER SVT-HP Firebox 60 tcp 20 64 103.149.71.91 20.89.99.78 50200 443 offset 10 S 1854816419 win 4210  geo_src=""IDN""  geo_dst=""JPN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""60"" rcvd_bytes=""0""  (Unhandled Internal Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.166.172,42216,103.149.71.71,443,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""google.com"" Allow VWMahasiswa SERVER SVT-HP 60 tcp 20 63 10.0.166.172 103.149.71.71 42216 443 offset 10 S 628242428 win 65535  geo_dst=""IDN""  (Allow-NS-Internal-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.174.245,61052,103.149.71.72,53,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0151"" Allow VWMahasiswa SERVER SVT-HP udp 10.0.174.245 103.149.71.72 61052 53  geo_dst=""IDN"" flags=""Dd"" duration=""272 seconds"" sent_pkts=""4"" rcvd_pkts=""4"" sent_bytes=""308"" rcvd_bytes=""372""  (Allow-NS-Internal-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.147.17,59148,160.250.227.196,123,,,TCP-UDP-Proxi-Internet-CCTV-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Allow VDev Ekternal1 76 udp 20 63 10.0.147.17 160.250.227.196 59148 123  geo_dst=""IDN""  (TCP-UDP-Proxi-Internet-CCTV-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,185.242.3.226,18956,103.149.71.30,12125,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny Ekternal1 Firebox 52 tcp 20 118 185.242.3.226 103.149.71.30 18956 12125 offset 8 S 2878898121 win 2105  geo_src=""NLD""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""52"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,https-proxy,,Allow,tcp,10.0.166.139,37472,156.59.238.45,443,,,TCP-UDP-Proxi-Internet-MHS-00,,,,,0,1,ProxyAllow: HTTPS Request categories
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,udp,10.0.177.63,50000,129.150.60.59,8300,,,TCP-UDP-Proxi-Internet-CCTV-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""spccctv.com"" Allow CCTV2 Ekternal1 140 udp 20 63 10.0.177.63 129.150.60.59 50000 8300  geo_dst=""SGP""  (TCP-UDP-Proxi-Internet-CCTV-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,udp,129.150.60.59,8301,103.149.71.10,14205,,,Unhandled External Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_src_match=""spccctv.com"" Deny Ekternal1 Firebox 140 udp 20 58 129.150.60.59 103.149.71.10 8301 14205  geo_src=""SGP""  geo_dst=""IDN"" flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""140"" rcvd_bytes=""0""  (Unhandled External Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Deny,tcp,10.0.40.70,40633,10.0.147.22,8291,,,Unhandled Internal Packet-00,,,,,1,0,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" Deny ServerFarm-New VDev 60 tcp 20 63 10.0.40.70 10.0.147.22 40633 8291 offset 10 S 3437797643 win 2105 flags=""SR"" duration=""0 seconds"" sent_pkts=""1"" rcvd_pkts=""0"" sent_bytes=""60"" rcvd_bytes=""0""  (Unhandled Internal Packet-00)"
2026-06-23 10:07:05,2026-06-23,10,Tuesday,firewall,,Allow,tcp,10.0.166.172,42218,103.149.71.71,443,,,Allow-NS-Internal-00,,,,,0,1,"2026-06-23T17:07:05+07:00 WatchGuard-XTM D043027CCA4FF (2026-06-23T10:07:05) firewall: msg_id=""3000-0148"" fqdn_dst_match=""google.com"" Allow VWMahasiswa SERVER SVT-HP 60 tcp 20 63 10.0.166.172 103.149.71.71 42218 443 offset 10 S 2954171115 win 65535  geo_dst=""IDN""  (Allow-NS-Internal-00)"
